formula,anon,label
"Ba: 2, Y: 1, Ga: 1, Te: 5","elem_3226: 2, elem_3272: 1, elem_6849: 1, elem_4345: 5",0
"Ba: 2, Y: 1, In: 1, Se: 5","elem_3226: 2, elem_3272: 1, elem_2476: 1, elem_7611: 5",0
"Ba: 2, Y: 1, In: 1, Te: 5","elem_3226: 2, elem_3272: 1, elem_2476: 1, elem_4345: 5",0
"Ba: 2, Y: 1, Re: 1, O: 6","elem_3226: 2, elem_3272: 1, elem_3031: 1, elem_9902: 6",1
"Ba: 2, Yb: 1, Cu: 4, O: 8","elem_3226: 2, elem_4678: 1, elem_1377: 4, elem_9902: 8",1
"Ba: 2, Zn: 0.2, B: 2, S: 5.2","elem_3226: 2, elem_7038: 0.2, elem_8033: 2, elem_9062: 5.2",0
"Ba: 2, Zn: 1, Se: 3","elem_3226: 2, elem_7038: 1, elem_7611: 3",0
"Ba: 2, Zn: 1, Te: 3","elem_3226: 2, elem_7038: 1, elem_4345: 3",0
"Ba: 3, Al: 2, Ge: 2","elem_3226: 3, elem_3486: 2, elem_6419: 2",1
"Ba: 3, Li: 4, Sn: 8","elem_3226: 3, elem_7346: 4, elem_8076: 8",1
"Ba: 3, Ag: 2, Sn: 2, S: 8","elem_3226: 3, elem_3063: 2, elem_8076: 2, elem_9062: 8",0
"Ba: 3, B: 1.5, Sb: 0.5, S: 6","elem_3226: 3, elem_8033: 1.5, elem_3476: 0.5, elem_9062: 6",0
"Ba: 3, B: 1, Sb: 1, S: 6","elem_3226: 3, elem_8033: 1, elem_3476: 1, elem_9062: 6",0
"Ba: 3, B: 1, Sb: 1, Se: 6","elem_3226: 3, elem_8033: 1, elem_3476: 1, elem_7611: 6",0
"Ba: 3, Bi: 0.5, B: 1.5, S: 6","elem_3226: 3, elem_9183: 0.5, elem_8033: 1.5, elem_9062: 6",0
"Ba: 3, Bi: 2, Te: 1, O: 9","elem_3226: 3, elem_9183: 2, elem_4345: 1, elem_9902: 9",0
"Ba: 3, Ca: 1, Ir: 2, O: 9","elem_3226: 3, elem_9824: 1, elem_7311: 2, elem_9902: 9",1
"Ba: 3, Ca: 1, Ru: 2, O: 9","elem_3226: 3, elem_9824: 1, elem_9197: 2, elem_9902: 9",1
"Ba: 3, Cd: 1, Sn: 2, S: 8","elem_3226: 3, elem_1400: 1, elem_8076: 2, elem_9062: 8",0
"Ba: 3, Co: 10, O: 17","elem_3226: 3, elem_9394: 10, elem_9902: 17",1
"Ba: 3, Cr: 1, S: 5","elem_3226: 3, elem_2802: 1, elem_9062: 5",1
"Ba: 3, Dy: 2, P: 4, S: 16","elem_3226: 3, elem_5122: 2, elem_4874: 4, elem_9062: 16",0
"Ba: 3, Er: 2, P: 4, S: 16","elem_3226: 3, elem_1966: 2, elem_4874: 4, elem_9062: 16",0
"Ba: 3, Er: 1, Ru: 2, O: 9","elem_3226: 3, elem_1966: 1, elem_9197: 2, elem_9902: 9",1
"Ba: 3, Eu: 1, P: 3, O: 12","elem_3226: 3, elem_2806: 1, elem_4874: 3, elem_9902: 12",0
"Ba: 3, Fe: 1, S: 4, Br: 1","elem_3226: 3, elem_7694: 1, elem_9062: 4, elem_1698: 1",0
"Ba: 3, Gd: 2, P: 4, S: 16","elem_3226: 3, elem_7691: 2, elem_4874: 4, elem_9062: 16",0
"Ba: 3, Ge: 1, S: 5","elem_3226: 3, elem_6419: 1, elem_9062: 5",0
"Ba: 3, Ho: 2, P: 4, S: 16","elem_3226: 3, elem_9827: 2, elem_4874: 4, elem_9062: 16",0
"Ba: 3, In: 2, P: 4, O: 16","elem_3226: 3, elem_2476: 2, elem_4874: 4, elem_9902: 16",0
"Ba: 3, In: 1, S: 4, Cl: 1","elem_3226: 3, elem_2476: 1, elem_9062: 4, elem_7530: 1",0
"Ba: 3, La: 3, Cu: 6, O: 14","elem_3226: 3, elem_3721: 3, elem_1377: 6, elem_9902: 14",0
"Ba: 3, Mg: 1, Ta: 2, O: 9","elem_3226: 3, elem_7398: 1, elem_7584: 2, elem_9902: 9",0
"Ba: 3, N: 2","elem_3226: 3, elem_4922: 2",1
"Ba: 3, Na: 1, Ir: 2, O: 9","elem_3226: 3, elem_8711: 1, elem_7311: 2, elem_9902: 9",1
"Ba: 3, Na: 1, Ir: 1, O: 6","elem_3226: 3, elem_8711: 1, elem_7311: 1, elem_9902: 6",1
"Ba: 3, Nb: 2, Co: 1, O: 9","elem_3226: 3, elem_9559: 2, elem_9394: 1, elem_9902: 9",1
"Ba: 3, Nb: 2, Se: 9","elem_3226: 3, elem_9559: 2, elem_7611: 9",0
"Ba: 3, P: 3, Cl: 1, O: 10","elem_3226: 3, elem_4874: 3, elem_7530: 1, elem_9902: 10",0
"Ba: 3, P: 1, N: 1","elem_3226: 3, elem_4874: 1, elem_4922: 1",1
"Ba: 3, Sb: 2, S: 7","elem_3226: 3, elem_3476: 2, elem_9062: 7",0
"Ba: 3, Sn: 1, Sb: 2, Se: 8","elem_3226: 3, elem_8076: 1, elem_3476: 2, elem_7611: 8",0
"Ba: 3, Sn: 0.87, Bi: 2.13, Se: 8","elem_3226: 3, elem_8076: 0.87, elem_9183: 2.13, elem_7611: 8",0
"Ba: 3, Ta: 2, Se: 9","elem_3226: 3, elem_7584: 2, elem_7611: 9",0
"Ba: 3, Ta: 2, Zn: 1, O: 9","elem_3226: 3, elem_7584: 2, elem_7038: 1, elem_9902: 9",0
"Ba: 3, Ta: 5, N: 1, O: 14","elem_3226: 3, elem_7584: 5, elem_4922: 1, elem_9902: 14",0
"Ba: 3, Tb: 2, P: 4, S: 16","elem_3226: 3, elem_9043: 2, elem_4874: 4, elem_9062: 16",0
"Ba: 3, Te: 1","elem_3226: 3, elem_4345: 1",1
"Ba: 3, Th: 1, Se: 7","elem_3226: 3, elem_3982: 1, elem_7611: 7",0
"Ba: 3, V: 2, Se: 4, O: 16","elem_3226: 3, elem_4182: 2, elem_7611: 4, elem_9902: 16",0
"Ba: 3, Y: 1, Ir: 2, O: 9","elem_3226: 3, elem_3272: 1, elem_7311: 2, elem_9902: 9",1
"Ba: 3, Yb: 4, O: 9","elem_3226: 3, elem_4678: 4, elem_9902: 9",1
"Ba: 3, Zr: 1, Ru: 2, O: 9","elem_3226: 3, elem_5500: 1, elem_9197: 2, elem_9902: 9",1
"Ba: 4, B: 11, O: 20, F: 1","elem_3226: 4, elem_8033: 11, elem_9902: 20, elem_6130: 1",0
"Ba: 4, Ga: 4, Ge: 1, Se: 12","elem_3226: 4, elem_6849: 4, elem_6419: 1, elem_7611: 12",0
"Ba: 4, Ga: 4, Sn: 1, Se: 12","elem_3226: 4, elem_6849: 4, elem_8076: 1, elem_7611: 12",0
"Ba: 4, Ga: 5, Ag: 1, S: 12","elem_3226: 4, elem_6849: 5, elem_3063: 1, elem_9062: 12",0
"Ba: 4, Ga: 5, Cu: 1, S: 12","elem_3226: 4, elem_6849: 5, elem_1377: 1, elem_9062: 12",0
"Ba: 4, Ga: 5, Cu: 1, Se: 12","elem_3226: 4, elem_6849: 5, elem_1377: 1, elem_7611: 12",0
"Ba: 4, Ga: 5, Si: 18","elem_3226: 4, elem_6849: 5, elem_1995: 18",0
"Ba: 4, Ge: 3, S: 9, Cl: 2","elem_3226: 4, elem_6419: 3, elem_9062: 9, elem_7530: 2",0
"Ba: 4, Ge: 3, Se: 9, Cl: 2","elem_3226: 4, elem_6419: 3, elem_7611: 9, elem_7530: 2",0
"Ba: 4, In: 1, Ag: 1, Se: 6","elem_3226: 4, elem_2476: 1, elem_3063: 1, elem_7611: 6",0
"Ba: 4, In: 1, Cu: 1, Se: 6","elem_3226: 4, elem_2476: 1, elem_1377: 1, elem_7611: 6",0
"Ba: 4, Li: 1, Ga: 5, Se: 12","elem_3226: 4, elem_7346: 1, elem_6849: 5, elem_7611: 12",0
"Ba: 4, Nb: 14, O: 23","elem_3226: 4, elem_9559: 14, elem_9902: 23",1
"Ba: 4, Sb: 3, S: 8, Cl: 1","elem_3226: 4, elem_3476: 3, elem_9062: 8, elem_7530: 1",0
"Ba: 4, Si: 20, Au: 3","elem_3226: 4, elem_1995: 20, elem_4442: 3",1
"Ba: 4, Si: 3, Se: 9, Cl: 2","elem_3226: 4, elem_1995: 3, elem_7611: 9, elem_7530: 2",0
"Ba: 4, Sm: 2, Cu: 2, O: 9","elem_3226: 4, elem_8818: 2, elem_1377: 2, elem_9902: 9",1
"Ba: 4, Yb: 1, Cu: 3, O: 9","elem_3226: 4, elem_4678: 1, elem_1377: 3, elem_9902: 9",1
"Ba: 5, Ga: 4, Se: 10","elem_3226: 5, elem_6849: 4, elem_7611: 10",0
"Ba: 5, Ga: 2, Se: 8","elem_3226: 5, elem_6849: 2, elem_7611: 8",0
"Ba: 5, Al: 2, Ge: 7","elem_3226: 5, elem_3486: 2, elem_6419: 7",1
"Ba: 5, Bi: 3","elem_3226: 5, elem_9183: 3",1
"Ba: 5, Cd: 1, Ga: 6, Se: 15","elem_3226: 5, elem_1400: 1, elem_6849: 6, elem_7611: 15",0
"Ba: 5, Ga: 6, Ge: 1, P: 12","elem_3226: 5, elem_6849: 6, elem_6419: 1, elem_4874: 12",0
"Ba: 5, Ga: 6, Sn: 1, P: 12","elem_3226: 5, elem_6849: 6, elem_8076: 1, elem_4874: 12",0
"Ba: 5, Ge: 3","elem_3226: 5, elem_6419: 3",1
"Ba: 5, In: 4, Bi: 5","elem_3226: 5, elem_2476: 4, elem_9183: 5",1
"Ba: 5, In: 4, Te: 4, S: 7","elem_3226: 5, elem_2476: 4, elem_4345: 4, elem_9062: 7",0
"Ba: 5, Sb: 3","elem_3226: 5, elem_3476: 3",1
"Ba: 5, V: 3, O: 12, F: 1","elem_3226: 5, elem_4182: 3, elem_9902: 12, elem_6130: 1",0
"Ba: 6, Ag: 2.7, Sn: 4.3, S: 16","elem_3226: 6, elem_3063: 2.7, elem_8076: 4.3, elem_9062: 16",0
"Ba: 6, Al: 4, B: 14, O: 33","elem_3226: 6, elem_3486: 4, elem_8033: 14, elem_9902: 33",0
"Ba: 6, Ga: 2, Sn: 1, Se: 11","elem_3226: 6, elem_6849: 2, elem_8076: 1, elem_7611: 11",0
"Ba: 6, In: 2, N: 1, F: 1","elem_3226: 6, elem_2476: 2, elem_4922: 1, elem_6130: 1",1
"Ba: 6, Sn: 6, Se: 13","elem_3226: 6, elem_8076: 6, elem_7611: 13",0
"Ba: 7, Sn: 5, S: 15","elem_3226: 7, elem_8076: 5, elem_9062: 15",0
"Ba: 7, B: 3, O: 9, F: 5","elem_3226: 7, elem_8033: 3, elem_9902: 9, elem_6130: 5",0
"Ba: 7, Ga: 5, Ag: 1, S: 15","elem_3226: 7, elem_6849: 5, elem_3063: 1, elem_9062: 15",0
"Ba: 7, Ru: 4, Br: 2, O: 15","elem_3226: 7, elem_9197: 4, elem_1698: 2, elem_9902: 15",1
"Ba: 8, Al: 10, B: 12, O: 41","elem_3226: 8, elem_3486: 10, elem_8033: 12, elem_9902: 41",0
"Ba: 8, Hg: 4, Se: 7, S: 5","elem_3226: 8, elem_7286: 4, elem_7611: 7, elem_9062: 5",0
"Ba: 8, Sn: 4, S: 15","elem_3226: 8, elem_8076: 4, elem_9062: 15",0
"Ba: 8, Ta: 7, O: 24","elem_3226: 8, elem_7584: 7, elem_9902: 24",1
"Ba: 1, Ag: 1","elem_3226: 1, elem_3063: 1",1
"Ba: 1, Ag: 2","elem_3226: 1, elem_3063: 2",1
"Ba: 1, Ag: 1, Sb: 1, S: 3","elem_3226: 1, elem_3063: 1, elem_3476: 1, elem_9062: 3",0
"Ba: 1, Al: 2","elem_3226: 1, elem_3486: 2",1
"Ba: 1, Al: 4, Se: 7","elem_3226: 1, elem_3486: 4, elem_7611: 7",0
"Ba: 1, Al: 1, Cu: 4, O: 7","elem_3226: 1, elem_3486: 1, elem_1377: 4, elem_9902: 7",1
"Ba: 1, Au: 1, I: 5, O: 15","elem_3226: 1, elem_4442: 1, elem_7655: 5, elem_9902: 15",0
"Ba: 1, Au: 2","elem_3226: 1, elem_4442: 2",1
"Ba: 1, B: 6","elem_3226: 1, elem_8033: 6",0
"Ba: 1, B: 1, Cl: 1, F: 4","elem_3226: 1, elem_8033: 1, elem_7530: 1, elem_6130: 4",0
"Ba: 1, B: 1, Sb: 1, S: 4","elem_3226: 1, elem_8033: 1, elem_3476: 1, elem_9062: 4",0
"Ba: 1, Bi: 1, Cl: 1, O: 2","elem_3226: 1, elem_9183: 1, elem_7530: 1, elem_9902: 2",0
"Ba: 1, Ca: 1, B: 2, O: 5","elem_3226: 1, elem_9824: 1, elem_8033: 2, elem_9902: 5",0
"Ba: 1, Ca: 1, Sn: 3","elem_3226: 1, elem_9824: 1, elem_8076: 3",1
"Ba: 1, Cd: 1, Sn: 1, S: 4","elem_3226: 1, elem_1400: 1, elem_8076: 1, elem_9062: 4",0
"Ba: 1, Cu: 2, Sn: 1, Se: 4","elem_3226: 1, elem_1377: 2, elem_8076: 1, elem_7611: 4",0
"Ba: 1, Cu: 1, Sb: 1, S: 3","elem_3226: 1, elem_1377: 1, elem_3476: 1, elem_9062: 3",0
"Ba: 1, Cu: 1, Sb: 1, Se: 3","elem_3226: 1, elem_1377: 1, elem_3476: 1, elem_7611: 3",0
"Ba: 1, Cu: 1, Te: 1, F: 1","elem_3226: 1, elem_1377: 1, elem_4345: 1, elem_6130: 1",0
"Ba: 1, Dy: 2, Cu: 1, O: 5","elem_3226: 1, elem_5122: 2, elem_1377: 1, elem_9902: 5",1
"Ba: 1, Eu: 2, Mn: 2, O: 7","elem_3226: 1, elem_2806: 2, elem_1223: 2, elem_9902: 7",1
"Ba: 1, F: 2","elem_3226: 1, elem_6130: 2",0
"Ba: 1, Ga: 2, Ge: 1, S: 6","elem_3226: 1, elem_6849: 2, elem_6419: 1, elem_9062: 6",0
"Ba: 1, Ga: 2, Ge: 1, Se: 6","elem_3226: 1, elem_6849: 2, elem_6419: 1, elem_7611: 6",0
"Ba: 1, Ga: 2, Si: 1, S: 6","elem_3226: 1, elem_6849: 2, elem_1995: 1, elem_9062: 6",0
"Ba: 1, Ga: 2, Si: 1, Se: 6","elem_3226: 1, elem_6849: 2, elem_1995: 1, elem_7611: 6",0
"Ba: 1, Ga: 2, Sn: 1, Se: 6","elem_3226: 1, elem_6849: 2, elem_8076: 1, elem_7611: 6",0
"Ba: 1, Ga: 4, S: 7","elem_3226: 1, elem_6849: 4, elem_9062: 7",0
"Ba: 1, Ga: 4, Se: 7","elem_3226: 1, elem_6849: 4, elem_7611: 7",0
"Ba: 1, Ge: 2","elem_3226: 1, elem_6419: 2",0
"Ba: 1, Ge: 3, Pt: 1","elem_3226: 1, elem_6419: 3, elem_4859: 1",1
"Ba: 1, Ge: 4, Ir: 2, S: 6","elem_3226: 1, elem_6419: 4, elem_7311: 2, elem_9062: 6",0
"Ba: 1, Ge: 4, Ir: 2, Se: 6","elem_3226: 1, elem_6419: 4, elem_7311: 2, elem_7611: 6",0
"Ba: 1, Ge: 4, Rh: 2, Se: 6","elem_3226: 1, elem_6419: 4, elem_6928: 2, elem_7611: 6",0
"Ba: 1, Hg: 1, S: 2","elem_3226: 1, elem_7286: 1, elem_9062: 2",0
"Ba: 1, Hg: 1, Se: 2","elem_3226: 1, elem_7286: 1, elem_7611: 2",0
"Ba: 1, In: 2, P: 4, O: 14","elem_3226: 1, elem_2476: 2, elem_4874: 4, elem_9902: 14",0
"Ba: 1, In: 2, Ir: 1","elem_3226: 1, elem_2476: 2, elem_7311: 1",1
"Ba: 1, La: 2, Co: 1, S: 5","elem_3226: 1, elem_3721: 2, elem_9394: 1, elem_9062: 5",1
"Ba: 1, La: 2, In: 2, S: 7","elem_3226: 1, elem_3721: 2, elem_2476: 2, elem_9062: 7",0
"Ba: 1, La: 2, In: 2, Se: 7","elem_3226: 1, elem_3721: 2, elem_2476: 2, elem_7611: 7",0
"Ba: 1, La: 2, Te: 5, O: 14","elem_3226: 1, elem_3721: 2, elem_4345: 5, elem_9902: 14",0
"Ba: 1, Li: 4","elem_3226: 1, elem_7346: 4",1
"Ba: 1, Mn: 4, O: 7","elem_3226: 1, elem_1223: 4, elem_9902: 7",1
"Ba: 1, Mn: 4, Zn: 1, O: 8","elem_3226: 1, elem_1223: 4, elem_7038: 1, elem_9902: 8",1
"Ba: 1, Mn: 1, O: 3","elem_3226: 1, elem_1223: 1, elem_9902: 3",1
"Ba: 1, Na: 2, Ge: 1, S: 4","elem_3226: 1, elem_8711: 2, elem_6419: 1, elem_9062: 4",0
"Ba: 1, Na: 2, Ge: 1, Se: 4","elem_3226: 1, elem_8711: 2, elem_6419: 1, elem_7611: 4",0
"Ba: 1, Na: 2, Sn: 1, S: 4","elem_3226: 1, elem_8711: 2, elem_8076: 1, elem_9062: 4",0
"Ba: 1, Na: 2, Sn: 1, Se: 4","elem_3226: 1, elem_8711: 2, elem_8076: 1, elem_7611: 4",0
"Ba: 1, Na: 1, B: 5, O: 9","elem_3226: 1, elem_8711: 1, elem_8033: 5, elem_9902: 9",0
"Ba: 1, Nb: 4, O: 6","elem_3226: 1, elem_9559: 4, elem_9902: 6",1
"Ba: 1, O: 1","elem_3226: 1, elem_9902: 1",0
"Ba: 1, Pd: 1, I: 4, O: 12","elem_3226: 1, elem_8322: 1, elem_7655: 4, elem_9902: 12",0
"Ba: 1, Pd: 1, Se: 6","elem_3226: 1, elem_8322: 1, elem_7611: 6",0
"Ba: 1, Pr: 1, O: 3","elem_3226: 1, elem_1103: 1, elem_9902: 3",0
"Ba: 1, Pt: 5","elem_3226: 1, elem_4859: 5",1
"Ba: 1, Re: 1, H: 9","elem_3226: 1, elem_3031: 1, elem_9158: 9",0
"Ba: 1, S: 1","elem_3226: 1, elem_9062: 1",0
"Ba: 1, Se: 1","elem_3226: 1, elem_7611: 1",0
"Ba: 1, Si: 1","elem_3226: 1, elem_1995: 1",1
"Ba: 1, Si: 2","elem_3226: 1, elem_1995: 2",0
"Ba: 1, Sn: 2, S: 5","elem_3226: 1, elem_8076: 2, elem_9062: 5",0
"Ba: 1, Sn: 3","elem_3226: 1, elem_8076: 3",1
"Ba: 1, Sn: 1, O: 3","elem_3226: 1, elem_8076: 1, elem_9902: 3",0
"Ba: 1, Ta: 1, N: 1, O: 2","elem_3226: 1, elem_7584: 1, elem_4922: 1, elem_9902: 2",0
"Ba: 1, Tb: 1, Mn: 2, O: 6","elem_3226: 1, elem_9043: 1, elem_1223: 2, elem_9902: 6",1
"Ba: 1, Te: 1","elem_3226: 1, elem_4345: 1",0
"Ba: 1, Te: 1, Mo: 2, O: 9","elem_3226: 1, elem_4345: 1, elem_3373: 2, elem_9902: 9",0
"Ba: 1, Th: 3","elem_3226: 1, elem_3982: 3",1
"Ba: 1, Ti: 14, O: 28","elem_3226: 1, elem_7235: 14, elem_9902: 28",1
"Ba: 1, Ti: 4, O: 7","elem_3226: 1, elem_7235: 4, elem_9902: 7",1
"Ba: 1, Ti: 4, O: 8","elem_3226: 1, elem_7235: 4, elem_9902: 8",1
"Ba: 1, Ti: 1, O: 3","elem_3226: 1, elem_7235: 1, elem_9902: 3",0
"Ba: 1, Tl: 1, Mo: 2, O: 6","elem_3226: 1, elem_2582: 1, elem_3373: 2, elem_9902: 6",1
"Ba: 1, Tl: 3","elem_3226: 1, elem_2582: 3",1
"Ba: 1, U: 1, Se: 3","elem_3226: 1, elem_8131: 1, elem_7611: 3",0
"Ba: 1, V: 2, Se: 1, O: 8","elem_3226: 1, elem_4182: 2, elem_7611: 1, elem_9902: 8",0
"Ba: 1, Yb: 2, O: 4","elem_3226: 1, elem_4678: 2, elem_9902: 4",1
"Ba: 1, Yb: 1, Sn: 3","elem_3226: 1, elem_4678: 1, elem_8076: 3",1
"Ba: 1, Zn: 1, Mo: 4, O: 8","elem_3226: 1, elem_7038: 1, elem_3373: 4, elem_9902: 8",1
"Ba: 1, Zn: 5","elem_3226: 1, elem_7038: 5",1
"Ba: 1, Zn: 1, Ge: 1, Se: 4","elem_3226: 1, elem_7038: 1, elem_6419: 1, elem_7611: 4",0
"Ba: 1, Zn: 1, S: 1, O: 1","elem_3226: 1, elem_7038: 1, elem_9062: 1, elem_9902: 1",0
"Ba: 1, Zn: 1, Si: 1, Se: 4","elem_3226: 1, elem_7038: 1, elem_1995: 1, elem_7611: 4",0
"Be: 12, Pt: 1","elem_8846: 12, elem_4859: 1",1
"Be: 22, Re: 1","elem_8846: 22, elem_3031: 1",1
"Be: 2, Hg: 1, Te: 1","elem_8846: 2, elem_7286: 1, elem_4345: 1",1
"Be: 2, W: 1","elem_8846: 2, elem_7486: 1",1
"Be: 3, N: 2","elem_8846: 3, elem_4922: 2",0
"Be: 3, Sb: 2","elem_8846: 3, elem_3476: 2",0
"Be: 1, Al: 1, B: 1","elem_8846: 1, elem_3486: 1, elem_8033: 1",1
"Be: 1, Cu: 1","elem_8846: 1, elem_1377: 1",1
"Be: 1, Fe: 2, Si: 1","elem_8846: 1, elem_7694: 2, elem_1995: 1",1
"Be: 1, Ga: 1, O: 3","elem_8846: 1, elem_6849: 1, elem_9902: 3",1
"Be: 1, Ga: 1, Rh: 2","elem_8846: 1, elem_6849: 1, elem_6928: 2",1
"Be: 1, O: 1","elem_8846: 1, elem_9902: 1",0
"Be: 1, Pd: 2","elem_8846: 1, elem_8322: 2",1
"Be: 1, Pd: 3","elem_8846: 1, elem_8322: 3",1
"Be: 1, S: 1","elem_8846: 1, elem_9062: 1",0
"Be: 1, Se: 1","elem_8846: 1, elem_7611: 1",0
"Be: 1, Si: 1, Os: 2","elem_8846: 1, elem_1995: 1, elem_4043: 2",1
"Be: 1, Si: 1, Ru: 2","elem_8846: 1, elem_1995: 1, elem_9197: 2",1
"Be: 1, Tc: 1, Se: 1","elem_8846: 1, elem_3775: 1, elem_7611: 1",1
"Be: 1, Te: 1","elem_8846: 1, elem_4345: 1",0
"Bi: 0.0, Te: 0.0, Pb: 1.0, Se: 1.0","elem_9183: 0.0, elem_4345: 0.0, elem_5427: 1.0, elem_7611: 1.0",0
"Bi: 0.04, Te: 0.06, Pb: 0.98, Se: 0.98","elem_9183: 0.04, elem_4345: 0.06, elem_5427: 0.98, elem_7611: 0.98",0
"Bi: 0.2, Sb: 1.8, Te: 3","elem_9183: 0.2, elem_3476: 1.8, elem_4345: 3",0
"Bi: 0.2, Te: 0.3, Pb: 0.9, Se: 0.9","elem_9183: 0.2, elem_4345: 0.3, elem_5427: 0.9, elem_7611: 0.9",0
"Bi: 0.4, Sb: 1.6, Te: 3","elem_9183: 0.4, elem_3476: 1.6, elem_4345: 3",0
"Bi: 0.4, Te: 0.6, Pb: 0.8, Se: 0.8","elem_9183: 0.4, elem_4345: 0.6, elem_5427: 0.8, elem_7611: 0.8",0
"Bi: 0.6, Sb: 1.4, Te: 3","elem_9183: 0.6, elem_3476: 1.4, elem_4345: 3",0
"Bi: 1.4, Sb: 0.6, Te: 3","elem_9183: 1.4, elem_3476: 0.6, elem_4345: 3",0
"Bi: 1.6, Sb: 0.4, Te: 3","elem_9183: 1.6, elem_3476: 0.4, elem_4345: 3",0
"Bi: 1.8, Sb: 0.2, Te: 3","elem_9183: 1.8, elem_3476: 0.2, elem_4345: 3",0
"Bi: 1.98, Sb: 0.02, Te: 3","elem_9183: 1.98, elem_3476: 0.02, elem_4345: 3",0
"Bi: 12, P: 1, O: 20","elem_9183: 12, elem_4874: 1, elem_9902: 20",0
"Bi: 12, Rh: 12, O: 41","elem_9183: 12, elem_6928: 12, elem_9902: 41",1
"Bi: 1, Sb: 0.15","elem_9183: 1, elem_3476: 0.15",0
"Bi: 2, B: 3, O: 9","elem_9183: 2, elem_8033: 3, elem_9902: 9",1
"Bi: 2, Mo: 3, O: 12","elem_9183: 2, elem_3373: 3, elem_9902: 12",0
"Bi: 2, P: 3, O: 12","elem_9183: 2, elem_4874: 3, elem_9902: 12",1
"Bi: 24, B: 1, O: 39","elem_9183: 24, elem_8033: 1, elem_9902: 39",0
"Bi: 2, As: 1, Cl: 1, O: 4","elem_9183: 2, elem_2057: 1, elem_7530: 1, elem_9902: 4",0
"Bi: 2, C: 1, O: 5","elem_9183: 2, elem_2375: 1, elem_9902: 5",0
"Bi: 2, I: 4, O: 13","elem_9183: 2, elem_7655: 4, elem_9902: 13",0
"Bi: 2, Mo: 2, Se: 2, O: 13","elem_9183: 2, elem_3373: 2, elem_7611: 2, elem_9902: 13",0
"Bi: 2, O: 3","elem_9183: 2, elem_9902: 3",0
"Bi: 2, O: 5","elem_9183: 2, elem_9902: 5",1
"Bi: 2, Pd: 3, S: 2","elem_9183: 2, elem_8322: 3, elem_9062: 2",1
"Bi: 2, Pt: 1","elem_9183: 2, elem_4859: 1",1
"Bi: 2, S: 3","elem_9183: 2, elem_9062: 3",0
"Bi: 2, S: 1, I: 2, O: 11","elem_9183: 2, elem_9062: 1, elem_7655: 2, elem_9902: 11",0
"Bi: 2, Se: 3","elem_9183: 2, elem_7611: 3",0
"Bi: 2, Se: 1, I: 2, O: 11","elem_9183: 2, elem_7611: 1, elem_7655: 2, elem_9902: 11",0
"Bi: 2, Te: 0.03, Se: 2.97","elem_9183: 2, elem_4345: 0.03, elem_7611: 2.97",0
"Bi: 2, Te: 0.1, Se: 2.9","elem_9183: 2, elem_4345: 0.1, elem_7611: 2.9",0
"Bi: 2, Te: 0.3, Se: 2.7","elem_9183: 2, elem_4345: 0.3, elem_7611: 2.7",0
"Bi: 2, Te: 0.45, Se: 2.55","elem_9183: 2, elem_4345: 0.45, elem_7611: 2.55",0
"Bi: 2, Te: 0.4, Se: 2.6","elem_9183: 2, elem_4345: 0.4, elem_7611: 2.6",0
"Bi: 2, Te: 0.6, Se: 2.4","elem_9183: 2, elem_4345: 0.6, elem_7611: 2.4",0
"Bi: 2, Te: 0.9, Se: 2.1","elem_9183: 2, elem_4345: 0.9, elem_7611: 2.1",0
"Bi: 2, Te: 1.2, Se: 1.8","elem_9183: 2, elem_4345: 1.2, elem_7611: 1.8",0
"Bi: 2, Te: 1.5, Se: 1.5","elem_9183: 2, elem_4345: 1.5, elem_7611: 1.5",0
"Bi: 2, Te: 2.1, Se: 0.9","elem_9183: 2, elem_4345: 2.1, elem_7611: 0.9",0
"Bi: 2, Te: 2.4, Se: 0.6","elem_9183: 2, elem_4345: 2.4, elem_7611: 0.6",0
"Bi: 2, Te: 2.7, Se: 0.3","elem_9183: 2, elem_4345: 2.7, elem_7611: 0.3",0
"Bi: 2, Te: 2.97, Se: 0.03","elem_9183: 2, elem_4345: 2.97, elem_7611: 0.03",0
"Bi: 2, Te: 2, S: 1, O: 10","elem_9183: 2, elem_4345: 2, elem_9062: 1, elem_9902: 10",0
"Bi: 2, Te: 2, Se: 1","elem_9183: 2, elem_4345: 2, elem_7611: 1",0
"Bi: 2, Te: 3","elem_9183: 2, elem_4345: 3",0
"Bi: 3, B: 1, Te: 1, O: 9","elem_9183: 3, elem_8033: 1, elem_4345: 1, elem_9902: 9",0
"Bi: 3, I: 4, O: 13, F: 3","elem_9183: 3, elem_7655: 4, elem_9902: 13, elem_6130: 3",0
"Bi: 3, Se: 2, N: 1, O: 11","elem_9183: 3, elem_7611: 2, elem_4922: 1, elem_9902: 11",0
"Bi: 4, I: 1","elem_9183: 4, elem_7655: 1",1
"Bi: 4, Pb: 7, Se: 13","elem_9183: 4, elem_5427: 7, elem_7611: 13",0
"Bi: 4, Pd: 1, Se: 4, O: 12","elem_9183: 4, elem_8322: 1, elem_7611: 4, elem_9902: 12",0
"Bi: 5, I: 1, O: 7","elem_9183: 5, elem_7655: 1, elem_9902: 7",0
"Bi: 7, O: 5, F: 11","elem_9183: 7, elem_9902: 5, elem_6130: 11",0
"Bi: 8, Te: 7, S: 5","elem_9183: 8, elem_4345: 7, elem_9062: 5",0
