text_name,text_anon,label
Protein A: INHBE ; Protein B: CATSPERG,Protein A: PROT_0597 ; Protein B: PROT_2423,0
Protein A: PIGA ; Protein B: TJP1,Protein A: PROT_2527 ; Protein B: PROT_2275,0
Protein A: OAS2 ; Protein B: NOC4L,Protein A: PROT_0400 ; Protein B: PROT_2898,0
Protein A: SSR2 ; Protein B: DDOST,Protein A: PROT_1148 ; Protein B: PROT_0335,1
Protein A: UBE2V1 ; Protein B: STUB1,Protein A: PROT_1816 ; Protein B: PROT_3028,1
Protein A: AGO4 ; Protein B: AGO3,Protein A: PROT_0067 ; Protein B: PROT_0533,1
Protein A: WDR36 ; Protein B: EIF4G2,Protein A: PROT_1413 ; Protein B: PROT_0598,0
Protein A: CCNA2 ; Protein B: CCNE1,Protein A: PROT_2928 ; Protein B: PROT_1026,1
Protein A: E2F2 ; Protein B: RBL1,Protein A: PROT_0103 ; Protein B: PROT_0724,1
Protein A: MRPL33 ; Protein B: MRPL23,Protein A: PROT_2043 ; Protein B: PROT_2864,1
Protein A: SKP1 ; Protein B: APC2,Protein A: PROT_3155 ; Protein B: PROT_2547,1
Protein A: STAT5B ; Protein B: PRLR,Protein A: PROT_1179 ; Protein B: PROT_0676,1
Protein A: LAMB2 ; Protein B: CXorf66,Protein A: PROT_3109 ; Protein B: PROT_2257,0
Protein A: ACLY ; Protein B: NDUFA6,Protein A: PROT_2044 ; Protein B: PROT_2927,0
Protein A: ERCC8 ; Protein B: COPS6,Protein A: PROT_0884 ; Protein B: PROT_3045,0
Protein A: PCK1 ; Protein B: MRPS21,Protein A: PROT_1076 ; Protein B: PROT_1386,0
Protein A: RBM28 ; Protein B: MED13,Protein A: PROT_1451 ; Protein B: PROT_0502,0
Protein A: EXOC2 ; Protein B: EXOC7,Protein A: PROT_3363 ; Protein B: PROT_2862,1
Protein A: POLM ; Protein B: TENT4A,Protein A: PROT_0692 ; Protein B: PROT_2763,1
Protein A: EIF1AX ; Protein B: RAN,Protein A: PROT_3437 ; Protein B: PROT_2155,1
Protein A: PNP ; Protein B: EFCAB9,Protein A: PROT_0768 ; Protein B: PROT_1544,0
Protein A: NADSYN1 ; Protein B: SIRT5,Protein A: PROT_1945 ; Protein B: PROT_2558,1
Protein A: PIK3CA ; Protein B: AURKAIP1,Protein A: PROT_2192 ; Protein B: PROT_3018,0
Protein A: H4C6 ; Protein B: POLR2C,Protein A: PROT_2947 ; Protein B: PROT_3281,1
Protein A: GNG13 ; Protein B: PDE1A,Protein A: PROT_3064 ; Protein B: PROT_3089,1
Protein A: FAU ; Protein B: ITGA4,Protein A: PROT_1797 ; Protein B: PROT_2839,0
Protein A: PRICKLE4 ; Protein B: DVL3,Protein A: PROT_3078 ; Protein B: PROT_0342,1
Protein A: ZSWIM7 ; Protein B: ERCC5,Protein A: PROT_3049 ; Protein B: PROT_1835,1
Protein A: TXNRD3 ; Protein B: CRNKL1,Protein A: PROT_2472 ; Protein B: PROT_1251,0
Protein A: MPHOSPH8 ; Protein B: H3C12,Protein A: PROT_1615 ; Protein B: PROT_1596,1
Protein A: REC8 ; Protein B: RAD21L1,Protein A: PROT_1237 ; Protein B: PROT_1663,1
Protein A: ATP6V0A1 ; Protein B: ATP6V0C,Protein A: PROT_1056 ; Protein B: PROT_1924,1
Protein A: MTM1 ; Protein B: INPP4B,Protein A: PROT_2556 ; Protein B: PROT_2755,1
Protein A: NDUFA13 ; Protein B: NDUFB8,Protein A: PROT_0719 ; Protein B: PROT_0346,1
Protein A: PAX4 ; Protein B: NEUROG3,Protein A: PROT_3263 ; Protein B: PROT_2550,1
Protein A: SUPT16H ; Protein B: CALML4,Protein A: PROT_0919 ; Protein B: PROT_0753,0
Protein A: H2AX ; Protein B: MCM4,Protein A: PROT_3040 ; Protein B: PROT_0672,0
Protein A: SMG9 ; Protein B: ETF1,Protein A: PROT_1008 ; Protein B: PROT_2724,1
Protein A: IL10RB ; Protein B: VARS1,Protein A: PROT_1711 ; Protein B: PROT_1333,0
Protein A: RBM19 ; Protein B: BOP1,Protein A: PROT_3237 ; Protein B: PROT_0922,1
Protein A: CRX ; Protein B: RRAS2,Protein A: PROT_0185 ; Protein B: PROT_3067,0
Protein A: AP3B2 ; Protein B: RPS5,Protein A: PROT_1171 ; Protein B: PROT_3105,0
Protein A: EPCAM ; Protein B: AK3,Protein A: PROT_0374 ; Protein B: PROT_3423,0
Protein A: RPS16 ; Protein B: RPL4,Protein A: PROT_2421 ; Protein B: PROT_1613,1
Protein A: ELMO2 ; Protein B: MRPS10,Protein A: PROT_2779 ; Protein B: PROT_2551,0
Protein A: LARP4B ; Protein B: RPL11,Protein A: PROT_1873 ; Protein B: PROT_0169,1
Protein A: GBA2 ; Protein B: SLC12A2,Protein A: PROT_1205 ; Protein B: PROT_2293,0
Protein A: KYNU ; Protein B: RPS5,Protein A: PROT_1114 ; Protein B: PROT_3105,0
Protein A: PTDSS1 ; Protein B: WNT2B,Protein A: PROT_0766 ; Protein B: PROT_2322,0
Protein A: LGALS3 ; Protein B: KRAS,Protein A: PROT_1840 ; Protein B: PROT_2781,1
Protein A: H2AC16 ; Protein B: GLA,Protein A: PROT_0836 ; Protein B: PROT_1624,0
Protein A: PEX6 ; Protein B: PEX3,Protein A: PROT_2369 ; Protein B: PROT_0113,1
Protein A: GRPEL1 ; Protein B: TIMM44,Protein A: PROT_2245 ; Protein B: PROT_1770,1
Protein A: MPST ; Protein B: TBL3,Protein A: PROT_1901 ; Protein B: PROT_1265,0
Protein A: RRAS2 ; Protein B: RIN1,Protein A: PROT_3067 ; Protein B: PROT_0213,1
Protein A: CEP170 ; Protein B: NIN,Protein A: PROT_1629 ; Protein B: PROT_3311,1
Protein A: CRBN ; Protein B: DDB2,Protein A: PROT_1675 ; Protein B: PROT_0098,1
Protein A: RPL24 ; Protein B: EIF5A,Protein A: PROT_2641 ; Protein B: PROT_1941,1
Protein A: NDUFS4 ; Protein B: PMPCB,Protein A: PROT_1833 ; Protein B: PROT_2848,1
Protein A: ALDH1A1 ; Protein B: ADH7,Protein A: PROT_2158 ; Protein B: PROT_1885,1
Protein A: GALR2 ; Protein B: RBBP4,Protein A: PROT_1443 ; Protein B: PROT_2062,0
Protein A: TEX10 ; Protein B: LAS1L,Protein A: PROT_2730 ; Protein B: PROT_0471,1
Protein A: NDUFB3 ; Protein B: COX7B,Protein A: PROT_0167 ; Protein B: PROT_3168,1
Protein A: PTK2 ; Protein B: HCK,Protein A: PROT_3024 ; Protein B: PROT_3204,1
Protein A: IL6ST ; Protein B: TYK2,Protein A: PROT_0930 ; Protein B: PROT_0885,1
Protein A: CDK5RAP3 ; Protein B: UFL1,Protein A: PROT_1803 ; Protein B: PROT_0028,1
Protein A: KAT2B ; Protein B: MYC,Protein A: PROT_0039 ; Protein B: PROT_2826,1
Protein A: FNIP2 ; Protein B: COX7A2,Protein A: PROT_1388 ; Protein B: PROT_0789,0
Protein A: UBA52 ; Protein B: GATAD2A,Protein A: PROT_2560 ; Protein B: PROT_2454,0
Protein A: NPSR1 ; Protein B: PPP1R1A,Protein A: PROT_2065 ; Protein B: PROT_2678,0
Protein A: RPS6 ; Protein B: RPL29,Protein A: PROT_0734 ; Protein B: PROT_1358,1
Protein A: PF4V1 ; Protein B: CCL11,Protein A: PROT_2282 ; Protein B: PROT_2821,1
Protein A: LILRB5 ; Protein B: PTPN6,Protein A: PROT_3462 ; Protein B: PROT_1974,1
Protein A: MRPL11 ; Protein B: MRPL13,Protein A: PROT_0221 ; Protein B: PROT_3203,1
Protein A: PA2G4 ; Protein B: MUC1,Protein A: PROT_0190 ; Protein B: PROT_0891,0
Protein A: HBZ ; Protein B: HBB,Protein A: PROT_2830 ; Protein B: PROT_0093,1
Protein A: NBR1 ; Protein B: UBA52,Protein A: PROT_2041 ; Protein B: PROT_2560,1
Protein A: LPXN ; Protein B: PTK2B,Protein A: PROT_0642 ; Protein B: PROT_1431,1
Protein A: GID8 ; Protein B: RANBP10,Protein A: PROT_1042 ; Protein B: PROT_2227,1
Protein A: CYP3A4 ; Protein B: ALDH1A1,Protein A: PROT_0447 ; Protein B: PROT_2158,1
Protein A: TP53 ; Protein B: RPL3L,Protein A: PROT_1150 ; Protein B: PROT_1560,0
Protein A: CATSPER4 ; Protein B: KAT5,Protein A: PROT_0094 ; Protein B: PROT_2950,0
Protein A: PIGU ; Protein B: CCT4,Protein A: PROT_1992 ; Protein B: PROT_1095,0
Protein A: SLURP1 ; Protein B: LYNX1,Protein A: PROT_0046 ; Protein B: PROT_2404,1
Protein A: ATP6V1H ; Protein B: DCAF4,Protein A: PROT_3032 ; Protein B: PROT_3391,0
Protein A: CSNK2A3 ; Protein B: NFKBIA,Protein A: PROT_0365 ; Protein B: PROT_1446,1
Protein A: NT5C3A ; Protein B: NT5C1B,Protein A: PROT_2574 ; Protein B: PROT_2447,1
Protein A: NUP98 ; Protein B: WNT6,Protein A: PROT_0165 ; Protein B: PROT_1567,0
Protein A: KCNQ1 ; Protein B: HSPA4,Protein A: PROT_2858 ; Protein B: PROT_2937,0
Protein A: TBCB ; Protein B: TBCE-2,Protein A: PROT_0519 ; Protein B: PROT_2332,1
Protein A: WDR92 ; Protein B: RUVBL2,Protein A: PROT_1490 ; Protein B: PROT_3004,1
Protein A: ARHGEF7 ; Protein B: SNRPD3,Protein A: PROT_0659 ; Protein B: PROT_0607,0
Protein A: VPS28 ; Protein B: NAF1,Protein A: PROT_2792 ; Protein B: PROT_2647,0
Protein A: SLCO1B1 ; Protein B: CYP3A4,Protein A: PROT_0901 ; Protein B: PROT_0447,1
Protein A: HMGN2 ; Protein B: RPL6,Protein A: PROT_3047 ; Protein B: PROT_2228,1
Protein A: WASHC4 ; Protein B: GNAI2,Protein A: PROT_2808 ; Protein B: PROT_1471,0
Protein A: AATF ; Protein B: WDR46,Protein A: PROT_3192 ; Protein B: PROT_2920,1
Protein A: RPSA ; Protein B: ENPP3,Protein A: PROT_1913 ; Protein B: PROT_1053,0
Protein A: NGDN ; Protein B: PES1,Protein A: PROT_0133 ; Protein B: PROT_2505,0
Protein A: RIC8A ; Protein B: CDK9,Protein A: PROT_2060 ; Protein B: PROT_1306,0
Protein A: HLA-DRB1 ; Protein B: PLCG1,Protein A: PROT_1820 ; Protein B: PROT_2459,0
Protein A: UBAP1 ; Protein B: LRP6,Protein A: PROT_0022 ; Protein B: PROT_3046,0
Protein A: EEFSEC ; Protein B: IFT57,Protein A: PROT_2468 ; Protein B: PROT_1830,0
Protein A: SCN3B ; Protein B: SCN10A,Protein A: PROT_2749 ; Protein B: PROT_3233,1
Protein A: PDHX ; Protein B: MRPL24,Protein A: PROT_2896 ; Protein B: PROT_3232,0
Protein A: PRPF19 ; Protein B: RPL17,Protein A: PROT_0321 ; Protein B: PROT_0739,0
Protein A: RPS5 ; Protein B: MPHOSPH8,Protein A: PROT_3105 ; Protein B: PROT_1615,0
Protein A: KAT8 ; Protein B: MEAF6,Protein A: PROT_0696 ; Protein B: PROT_1216,1
Protein A: RPS10 ; Protein B: RPL7,Protein A: PROT_2698 ; Protein B: PROT_2591,1
Protein A: MARCKS ; Protein B: CALM2,Protein A: PROT_0869 ; Protein B: PROT_0191,1
Protein A: MRTFB ; Protein B: PRKACA,Protein A: PROT_1509 ; Protein B: PROT_1393,0
Protein A: GNAI1 ; Protein B: RGS14,Protein A: PROT_2079 ; Protein B: PROT_0769,1
Protein A: AKT1 ; Protein B: VAV3,Protein A: PROT_0407 ; Protein B: PROT_0931,1
Protein A: DDX6 ; Protein B: EIF4E,Protein A: PROT_2215 ; Protein B: PROT_0183,1
Protein A: GGT6 ; Protein B: HSP90B1,Protein A: PROT_1247 ; Protein B: PROT_2681,0
Protein A: PPP4R2 ; Protein B: PPP4R3A,Protein A: PROT_1999 ; Protein B: PROT_1377,1
Protein A: SEL1L ; Protein B: DNAAF2,Protein A: PROT_0853 ; Protein B: PROT_1603,0
Protein A: KIF3B ; Protein B: KIFAP3,Protein A: PROT_2539 ; Protein B: PROT_2047,1
Protein A: CACNA1F ; Protein B: EIF1,Protein A: PROT_2893 ; Protein B: PROT_0311,0
Protein A: RPL15 ; Protein B: RPS28,Protein A: PROT_0007 ; Protein B: PROT_3365,1
Protein A: PIK3C3 ; Protein B: YTHDC1,Protein A: PROT_2608 ; Protein B: PROT_2088,0
Protein A: ISG15 ; Protein B: FGFR2,Protein A: PROT_2592 ; Protein B: PROT_0497,0
Protein A: DCTN3 ; Protein B: GOSR1,Protein A: PROT_1744 ; Protein B: PROT_1059,0
Protein A: UBXN8 ; Protein B: POLR2J2,Protein A: PROT_3387 ; Protein B: PROT_0264,0
Protein A: LAMTOR1 ; Protein B: KRAS,Protein A: PROT_0087 ; Protein B: PROT_2781,0
Protein A: RPGRIP1L ; Protein B: TMEM216,Protein A: PROT_2302 ; Protein B: PROT_1861,1
Protein A: MRPL15 ; Protein B: PDCD11,Protein A: PROT_1889 ; Protein B: PROT_2503,0
Protein A: TRA2B ; Protein B: SNRNP70,Protein A: PROT_3433 ; Protein B: PROT_2954,1
Protein A: BRD9 ; Protein B: BCL7B,Protein A: PROT_0000 ; Protein B: PROT_3460,1
Protein A: DCAF8 ; Protein B: DCAF5,Protein A: PROT_0979 ; Protein B: PROT_2456,1
Protein A: ANAPC4 ; Protein B: PHC3,Protein A: PROT_3268 ; Protein B: PROT_3126,1
Protein A: MYH3 ; Protein B: GUCY1A1,Protein A: PROT_1683 ; Protein B: PROT_1033,0
Protein A: PTEN ; Protein B: RPS27L,Protein A: PROT_2420 ; Protein B: PROT_2852,0
Protein A: E2F1 ; Protein B: ECI2,Protein A: PROT_2253 ; Protein B: PROT_0341,0
Protein A: MRPL13 ; Protein B: MRPL39,Protein A: PROT_3203 ; Protein B: PROT_1107,1
Protein A: LRAT ; Protein B: RDH8,Protein A: PROT_1391 ; Protein B: PROT_0628,1
Protein A: ANP32E ; Protein B: FGFR3,Protein A: PROT_1554 ; Protein B: PROT_1070,0
Protein A: PLPP5 ; Protein B: ZBTB17,Protein A: PROT_0544 ; Protein B: PROT_2176,0
Protein A: TAF1 ; Protein B: TAF11,Protein A: PROT_1081 ; Protein B: PROT_2957,1
Protein A: NCAM2 ; Protein B: MAPK8,Protein A: PROT_0786 ; Protein B: PROT_2849,0
Protein A: WDR12 ; Protein B: RRP9,Protein A: PROT_0499 ; Protein B: PROT_1982,1
Protein A: SLC33A1 ; Protein B: PNO1,Protein A: PROT_1085 ; Protein B: PROT_3230,0
Protein A: ACER2 ; Protein B: CERS4,Protein A: PROT_0879 ; Protein B: PROT_3068,1
Protein A: CDC73 ; Protein B: H3C13,Protein A: PROT_0701 ; Protein B: PROT_0712,1
Protein A: SVIP ; Protein B: PPP2R1A,Protein A: PROT_0702 ; Protein B: PROT_0420,0
Protein A: EXOC7 ; Protein B: EXOC3L1,Protein A: PROT_2862 ; Protein B: PROT_2569,1
Protein A: WASL ; Protein B: ITSN2,Protein A: PROT_2770 ; Protein B: PROT_2656,1
Protein A: LGALS3BP ; Protein B: NUP50,Protein A: PROT_2639 ; Protein B: PROT_3185,0
Protein A: ANAPC15 ; Protein B: HIBCH,Protein A: PROT_1248 ; Protein B: PROT_1366,0
Protein A: CD99 ; Protein B: PILRB,Protein A: PROT_3182 ; Protein B: PROT_0011,1
Protein A: RCC2 ; Protein B: PLK1,Protein A: PROT_2422 ; Protein B: PROT_0220,1
Protein A: APCDD1 ; Protein B: WNT3A,Protein A: PROT_1105 ; Protein B: PROT_0459,1
Protein A: PAK6 ; Protein B: GNAI1,Protein A: PROT_0708 ; Protein B: PROT_2079,0
Protein A: NDUFA3 ; Protein B: UQCRH,Protein A: PROT_3301 ; Protein B: PROT_1962,1
Protein A: HMGN2 ; Protein B: RPL18A,Protein A: PROT_3047 ; Protein B: PROT_2292,1
Protein A: DHX37 ; Protein B: CREBBP,Protein A: PROT_2242 ; Protein B: PROT_0637,0
Protein A: POLR2K ; Protein B: EFNB3,Protein A: PROT_3145 ; Protein B: PROT_3146,0
Protein A: LOC102723407 ; Protein B: HLA-DRA,Protein A: PROT_0977 ; Protein B: PROT_0386,1
Protein A: MED17 ; Protein B: SNRPB,Protein A: PROT_2055 ; Protein B: PROT_0209,0
Protein A: CCR5 ; Protein B: GNG8,Protein A: PROT_2327 ; Protein B: PROT_0239,1
Protein A: IL6 ; Protein B: EPAS1,Protein A: PROT_0334 ; Protein B: PROT_0631,0
Protein A: POLR2G ; Protein B: BECN1,Protein A: PROT_2014 ; Protein B: PROT_1155,0
Protein A: NT5C3B ; Protein B: TNPO1,Protein A: PROT_0186 ; Protein B: PROT_1782,0
Protein A: SCMH1 ; Protein B: CBX2,Protein A: PROT_1228 ; Protein B: PROT_3106,1
Protein A: IPO9 ; Protein B: CXCL8,Protein A: PROT_2844 ; Protein B: PROT_2933,0
Protein A: ENPP3 ; Protein B: GUCY2F,Protein A: PROT_1053 ; Protein B: PROT_1858,1
Protein A: NOP56 ; Protein B: TRUB1,Protein A: PROT_1369 ; Protein B: PROT_2140,1
Protein A: TP53 ; Protein B: RING1,Protein A: PROT_1150 ; Protein B: PROT_2354,0
Protein A: RNF2 ; Protein B: C17orf49,Protein A: PROT_1836 ; Protein B: PROT_1869,1
Protein A: PRKACG ; Protein B: H3C13,Protein A: PROT_1409 ; Protein B: PROT_0712,0
Protein A: ATP5F1A ; Protein B: PLCD1,Protein A: PROT_1871 ; Protein B: PROT_2876,0
Protein A: RPS16 ; Protein B: WDR75,Protein A: PROT_2421 ; Protein B: PROT_0070,1
Protein A: APOC4 ; Protein B: ACTL7A,Protein A: PROT_0377 ; Protein B: PROT_3341,0
Protein A: TBP ; Protein B: INO80C,Protein A: PROT_2097 ; Protein B: PROT_0773,0
Protein A: MRPL3 ; Protein B: ORC5,Protein A: PROT_2085 ; Protein B: PROT_0195,0
Protein A: TUBGCP3 ; Protein B: KAT2A,Protein A: PROT_1681 ; Protein B: PROT_1349,0
Protein A: INCENP ; Protein B: TDGF1,Protein A: PROT_2485 ; Protein B: PROT_0925,0
Protein A: NODAL ; Protein B: INHBC,Protein A: PROT_2609 ; Protein B: PROT_2523,1
Protein A: GNB4 ; Protein B: HK2,Protein A: PROT_2474 ; Protein B: PROT_1966,0
Protein A: FZD6 ; Protein B: LPIN2,Protein A: PROT_2319 ; Protein B: PROT_1322,0
Protein A: TIMP2 ; Protein B: MRPS16,Protein A: PROT_1389 ; Protein B: PROT_0591,0
Protein A: CUL4B ; Protein B: ZFP36,Protein A: PROT_2702 ; Protein B: PROT_2030,0
Protein A: SENP3 ; Protein B: PPIE,Protein A: PROT_0242 ; Protein B: PROT_1062,0
Protein A: MALSU1 ; Protein B: WDR31,Protein A: PROT_0421 ; Protein B: PROT_1116,0
Protein A: POLR3A ; Protein B: POLR3F,Protein A: PROT_2230 ; Protein B: PROT_3382,1
Protein A: RPL7 ; Protein B: SEC61B,Protein A: PROT_2591 ; Protein B: PROT_1573,1
Protein A: RPL3L ; Protein B: RPL10,Protein A: PROT_1560 ; Protein B: PROT_2108,1
Protein A: SRSF6 ; Protein B: SRPK1,Protein A: PROT_1201 ; Protein B: PROT_2077,1
Protein A: UQCRB ; Protein B: NDUFS5,Protein A: PROT_2384 ; Protein B: PROT_2351,1
Protein A: AMY2B ; Protein B: UBE2B,Protein A: PROT_0960 ; Protein B: PROT_0416,0
Protein A: CDC45 ; Protein B: F8,Protein A: PROT_0757 ; Protein B: PROT_0488,0
Protein A: ALDH7A1 ; Protein B: AKR1B10,Protein A: PROT_0433 ; Protein B: PROT_2123,1
Protein A: NDUFV1 ; Protein B: RB1CC1,Protein A: PROT_2960 ; Protein B: PROT_2335,0
Protein A: ESRRA ; Protein B: RBBP7,Protein A: PROT_1525 ; Protein B: PROT_0050,0
Protein A: LIMS1 ; Protein B: VAV1,Protein A: PROT_0875 ; Protein B: PROT_1965,0
Protein A: GSS ; Protein B: SNU13,Protein A: PROT_2885 ; Protein B: PROT_1844,0
Protein A: PRDM16 ; Protein B: NDUFAF1,Protein A: PROT_2185 ; Protein B: PROT_2441,0
Protein A: KCNN4 ; Protein B: IGHV3-72,Protein A: PROT_1058 ; Protein B: PROT_3445,0
Protein A: NCOR1 ; Protein B: UBC,Protein A: PROT_3325 ; Protein B: PROT_0086,0
Protein A: MRPL36 ; Protein B: MRPL4,Protein A: PROT_0531 ; Protein B: PROT_0689,1
Protein A: RPS8 ; Protein B: CCL3,Protein A: PROT_2321 ; Protein B: PROT_0639,0
Protein A: TCTN2 ; Protein B: MKS1,Protein A: PROT_3103 ; Protein B: PROT_0868,1
Protein A: CCND2 ; Protein B: CDC26,Protein A: PROT_2394 ; Protein B: PROT_1340,0
Protein A: SF3B1 ; Protein B: IRS1,Protein A: PROT_1519 ; Protein B: PROT_0470,0
Protein A: RAF1 ; Protein B: SHARPIN,Protein A: PROT_1200 ; Protein B: PROT_0903,0
Protein A: PSMA5 ; Protein B: UCHL5,Protein A: PROT_2859 ; Protein B: PROT_0828,1
Protein A: MED18 ; Protein B: MCM2,Protein A: PROT_1027 ; Protein B: PROT_2066,0
Protein A: LAT ; Protein B: GRAP,Protein A: PROT_2173 ; Protein B: PROT_2295,1
Protein A: EIF3A ; Protein B: RPS12,Protein A: PROT_1514 ; Protein B: PROT_2877,1
Protein A: NOC4L ; Protein B: RPS17,Protein A: PROT_2898 ; Protein B: PROT_2364,1
Protein A: H2AX ; Protein B: XRCC5,Protein A: PROT_3040 ; Protein B: PROT_0713,1
Protein A: NAMPT ; Protein B: HLA-B,Protein A: PROT_1686 ; Protein B: PROT_2918,0
Protein A: MRPL42 ; Protein B: PPBP,Protein A: PROT_2446 ; Protein B: PROT_0640,0
Protein A: DAP3 ; Protein B: MRPS24,Protein A: PROT_1674 ; Protein B: PROT_2470,1
Protein A: RACK1 ; Protein B: RPL21,Protein A: PROT_2020 ; Protein B: PROT_3278,1
Protein A: PEX14 ; Protein B: ZZZ3,Protein A: PROT_1819 ; Protein B: PROT_2464,0
Protein A: SCRIB ; Protein B: SYN1,Protein A: PROT_1616 ; Protein B: PROT_2352,0
Protein A: RPL23A ; Protein B: RPL28,Protein A: PROT_0292 ; Protein B: PROT_0890,1
Protein A: ENO1 ; Protein B: CCKAR,Protein A: PROT_1990 ; Protein B: PROT_0428,0
Protein A: TP53 ; Protein B: SMAD7,Protein A: PROT_1150 ; Protein B: PROT_2715,0
Protein A: CHEK2 ; Protein B: FOXO1,Protein A: PROT_0856 ; Protein B: PROT_2785,0
Protein A: PPP2R2A ; Protein B: PSMC1,Protein A: PROT_2633 ; Protein B: PROT_2074,0
Protein A: ZNF593 ; Protein B: ANXA1,Protein A: PROT_1961 ; Protein B: PROT_0840,0
Protein A: SUGP1 ; Protein B: PRKG2,Protein A: PROT_2328 ; Protein B: PROT_1135,0
Protein A: RXRG ; Protein B: NR1H3,Protein A: PROT_0606 ; Protein B: PROT_1051,1
Protein A: CUL1 ; Protein B: AVPR1A,Protein A: PROT_3020 ; Protein B: PROT_0819,0
Protein A: CCR2 ; Protein B: CCR1,Protein A: PROT_2620 ; Protein B: PROT_0918,1
Protein A: PARP2 ; Protein B: MRPL44,Protein A: PROT_1729 ; Protein B: PROT_1410,0
Protein A: CCKBR ; Protein B: RPL26,Protein A: PROT_2443 ; Protein B: PROT_3409,0
Protein A: CYP1B1 ; Protein B: UGT1A6,Protein A: PROT_0846 ; Protein B: PROT_0683,1
Protein A: UTP25 ; Protein B: WDR36,Protein A: PROT_0509 ; Protein B: PROT_1413,1
Protein A: NAXE ; Protein B: CUL4B,Protein A: PROT_3006 ; Protein B: PROT_2702,0
Protein A: IMPDH1 ; Protein B: RPS20,Protein A: PROT_2905 ; Protein B: PROT_3101,0
Protein A: CDIPT ; Protein B: PIM1,Protein A: PROT_2348 ; Protein B: PROT_0092,1
Protein A: GAPDH ; Protein B: ALDOC,Protein A: PROT_2052 ; Protein B: PROT_0294,1
Protein A: FYN ; Protein B: PTK2B,Protein A: PROT_0306 ; Protein B: PROT_1431,1
Protein A: SMKR1 ; Protein B: MRPL9,Protein A: PROT_0453 ; Protein B: PROT_0391,1
Protein A: MED21 ; Protein B: POLR2B,Protein A: PROT_2924 ; Protein B: PROT_1419,1
Protein A: CASP1 ; Protein B: CD40LG,Protein A: PROT_3191 ; Protein B: PROT_3225,0
Protein A: RWDD3 ; Protein B: RPS19,Protein A: PROT_1480 ; Protein B: PROT_2084,0
Protein A: P2RX4 ; Protein B: P2RX2,Protein A: PROT_2372 ; Protein B: PROT_0995,1
Protein A: SLC9A3R1 ; Protein B: H3C12,Protein A: PROT_3289 ; Protein B: PROT_1596,0
Protein A: SGCD ; Protein B: GRB2,Protein A: PROT_2145 ; Protein B: PROT_1193,0
Protein A: RBM28 ; Protein B: ITPR1,Protein A: PROT_1451 ; Protein B: PROT_3407,0
Protein A: CYP3A4 ; Protein B: RHOA,Protein A: PROT_0447 ; Protein B: PROT_1152,0
Protein A: MRPS18A ; Protein B: MRPL44,Protein A: PROT_1192 ; Protein B: PROT_1410,1
Protein A: CTLA4 ; Protein B: IFNG,Protein A: PROT_0282 ; Protein B: PROT_0403,1
Protein A: PDE6B ; Protein B: RBBP7,Protein A: PROT_3119 ; Protein B: PROT_0050,0
Protein A: CES1 ; Protein B: RCOR1,Protein A: PROT_2209 ; Protein B: PROT_1619,0
Protein A: MUC5AC ; Protein B: CCR2,Protein A: PROT_1687 ; Protein B: PROT_2620,0
Protein A: CD63 ; Protein B: MRPS18C,Protein A: PROT_1600 ; Protein B: PROT_2586,0
Protein A: GSPT1 ; Protein B: CXorf49,Protein A: PROT_0736 ; Protein B: PROT_1737,0
Protein A: AP5B1 ; Protein B: AP4E1,Protein A: PROT_0492 ; Protein B: PROT_3390,1
Protein A: SF3A1 ; Protein B: H4C6,Protein A: PROT_3174 ; Protein B: PROT_2947,0
Protein A: CACNB4 ; Protein B: CACNG8,Protein A: PROT_1089 ; Protein B: PROT_3130,1
Protein A: H2BC11 ; Protein B: MUS81,Protein A: PROT_0019 ; Protein B: PROT_2075,0
Protein A: TAF1 ; Protein B: TEX10,Protein A: PROT_1081 ; Protein B: PROT_2730,1
Protein A: BMS1 ; Protein B: BOP1,Protein A: PROT_2248 ; Protein B: PROT_0922,1
Protein A: DERL1 ; Protein B: FAF2,Protein A: PROT_2665 ; Protein B: PROT_0455,1
Protein A: H7C0C1_HUMAN ; Protein B: AATF,Protein A: PROT_2406 ; Protein B: PROT_3192,0
Protein A: ACSF2 ; Protein B: CALML6,Protein A: PROT_2717 ; Protein B: PROT_1604,0
Protein A: TGFBR1 ; Protein B: RPL23,Protein A: PROT_2817 ; Protein B: PROT_3282,0
Protein A: ITGB1 ; Protein B: LAMB1,Protein A: PROT_1039 ; Protein B: PROT_0653,1
Protein A: GRB10 ; Protein B: INS,Protein A: PROT_1328 ; Protein B: PROT_1578,1
Protein A: NFATC1 ; Protein B: LPCAT3,Protein A: PROT_2494 ; Protein B: PROT_3399,0
Protein A: NDUFA9 ; Protein B: UQCRQ,Protein A: PROT_1221 ; Protein B: PROT_2634,1
Protein A: STX1A ; Protein B: STXBP5,Protein A: PROT_2666 ; Protein B: PROT_0532,1
Protein A: C4A ; Protein B: MASP2,Protein A: PROT_1777 ; Protein B: PROT_0348,1
Protein A: CD74 ; Protein B: RPL30,Protein A: PROT_2019 ; Protein B: PROT_3223,1
Protein A: ATM ; Protein B: EIF3G,Protein A: PROT_1733 ; Protein B: PROT_2132,0
Protein A: PTK6 ; Protein B: TRIM28,Protein A: PROT_2699 ; Protein B: PROT_0473,0
Protein A: NR1H4 ; Protein B: ITGAL,Protein A: PROT_1001 ; Protein B: PROT_1772,0
Protein A: ATP6AP2 ; Protein B: DHX8,Protein A: PROT_0515 ; Protein B: PROT_1186,0
