formula,anon,label
"Al: 6, Fe: 39, B: 5","el_3486: 6, el_7694: 39, el_8033: 5",0
"Al: 6, Fe: 41, B: 3","el_3486: 6, el_7694: 41, el_8033: 3",0
"Al: 6, Ni: 27, B: 17","el_3486: 6, el_7611: 27, el_8033: 17",1
"Al: 6, Ni: 29, B: 15","el_3486: 6, el_7611: 29, el_8033: 15",1
"Al: 6, Ni: 31, B: 13","el_3486: 6, el_7611: 31, el_8033: 13",1
"Al: 6, Ni: 35, B: 9","el_3486: 6, el_7611: 35, el_8033: 9",1
"Al: 6, Ni: 37, B: 7","el_3486: 6, el_7611: 37, el_8033: 7",0
"Al: 6, Ni: 1, Ge: 3","el_3486: 6, el_7611: 1, el_6419: 3",1
"Al: 6, V: 1, Cu: 3","el_3486: 6, el_4182: 1, el_1377: 3",1
"Al: 6, V: 1, Ge: 3","el_3486: 6, el_4182: 1, el_6419: 3",1
"Al: 70, Si: 17, Ni: 13","el_3486: 70, el_1995: 17, el_7611: 13",1
"Al: 71, Co: 4, Si: 25","el_3486: 71, el_9394: 4, el_1995: 25",1
"Al: 71, Cr: 4, Si: 25","el_3486: 71, el_2802: 4, el_1995: 25",1
"Al: 71, Fe: 15, Cu: 14","el_3486: 71, el_7694: 15, el_1377: 14",1
"Al: 71, Si: 25, Ni: 4","el_3486: 71, el_1995: 25, el_7611: 4",1
"Al: 72, Fe: 13, Ni: 15","el_3486: 72, el_7694: 13, el_7611: 15",0
"Al: 73, Fe: 13, Cu: 14","el_3486: 73, el_7694: 13, el_1377: 14",0
"Al: 75, Fe: 14, Ni: 11","el_3486: 75, el_7694: 14, el_7611: 11",1
"Al: 77, V: 3, Cu: 20","el_3486: 77, el_4182: 3, el_1377: 20",0
"Al: 78, Fe: 7, Cu: 15","el_3486: 78, el_7694: 7, el_1377: 15",0
"Al: 79, Fe: 7, Ni: 14","el_3486: 79, el_7694: 7, el_7611: 14",1
"Al: 79, Si: 11, Ni: 10","el_3486: 79, el_1995: 11, el_7611: 10",1
"Al: 7, Cr: 2, Si: 1","el_3486: 7, el_2802: 2, el_1995: 1",0
"Al: 7, Cr: 1, Si: 2","el_3486: 7, el_2802: 1, el_1995: 2",0
"Al: 7, Cu: 3","el_3486: 7, el_1377: 3",0
"Al: 7, Fe: 2, Ni: 1","el_3486: 7, el_7694: 2, el_7611: 1",1
"Al: 7, Ni: 18","el_3486: 7, el_7611: 18",0
"Al: 7, Ni: 2, Mo: 1","el_3486: 7, el_7611: 2, el_3373: 1",1
"Al: 7, Ni: 3","el_3486: 7, el_7611: 3",0
"Al: 7, V: 1, Cu: 2","el_3486: 7, el_4182: 1, el_1377: 2",1
"Al: 7, V: 1, Ge: 2","el_3486: 7, el_4182: 1, el_6419: 2",0
"Al: 8, Co: 33, B: 9","el_3486: 8, el_9394: 33, el_8033: 9",1
"Al: 8, Co: 35, B: 7","el_3486: 8, el_9394: 35, el_8033: 7",1
"Al: 8, Co: 27, B: 15","el_3486: 8, el_9394: 27, el_8033: 15",1
"Al: 8, Fe: 33, B: 9","el_3486: 8, el_7694: 33, el_8033: 9",1
"Al: 8, Fe: 35, B: 7","el_3486: 8, el_7694: 35, el_8033: 7",1
"Al: 8, Ni: 33, B: 9","el_3486: 8, el_7611: 33, el_8033: 9",1
"Al: 8, Ni: 35, B: 7","el_3486: 8, el_7611: 35, el_8033: 7",0
"Al: 8, Ni: 27, B: 15","el_3486: 8, el_7611: 27, el_8033: 15",1
"Al: 81, Cr: 19","el_3486: 81, el_2802: 19",0
"Al: 82, Fe: 15, Ni: 3","el_3486: 82, el_7694: 15, el_7611: 3",1
"Al: 83, Cr: 17","el_3486: 83, el_2802: 17",0
"Al: 83, Fe: 3, Ni: 14","el_3486: 83, el_7694: 3, el_7611: 14",0
"Al: 84, Fe: 3, Ni: 13","el_3486: 84, el_7694: 3, el_7611: 13",0
"Al: 85, Fe: 3, Ni: 12","el_3486: 85, el_7694: 3, el_7611: 12",0
"Al: 85, Ni: 12, Mo: 3","el_3486: 85, el_7611: 12, el_3373: 3",1
"Al: 85, Co: 1, Ni: 14","el_3486: 85, el_9394: 1, el_7611: 14",0
"Al: 85, Fe: 2, Ni: 13","el_3486: 85, el_7694: 2, el_7611: 13",0
"Al: 85, Fe: 8, Si: 7","el_3486: 85, el_7694: 8, el_1995: 7",0
"Al: 85, Fe: 1, Ni: 14","el_3486: 85, el_7694: 1, el_7611: 14",0
"Al: 86, Fe: 7, Ni: 7","el_3486: 86, el_7694: 7, el_7611: 7",0
"Al: 86.7, Fe: 1, Ni: 12.3","el_3486: 86.7, el_7694: 1, el_7611: 12.3",1
"Al: 86, Co: 3, Ni: 11","el_3486: 86, el_9394: 3, el_7611: 11",0
"Al: 86, Co: 5, Ni: 9","el_3486: 86, el_9394: 5, el_7611: 9",0
"Al: 86, Co: 1, Ni: 13","el_3486: 86, el_9394: 1, el_7611: 13",0
"Al: 86, Fe: 3, Ni: 11","el_3486: 86, el_7694: 3, el_7611: 11",1
"Al: 86, Fe: 5, Ni: 9","el_3486: 86, el_7694: 5, el_7611: 9",0
"Al: 86, Fe: 1, Ni: 13","el_3486: 86, el_7694: 1, el_7611: 13",0
"Al: 87.5, Fe: 0.5, Ni: 12","el_3486: 87.5, el_7694: 0.5, el_7611: 12",1
"Al: 87.5, Fe: 2, Ni: 10.5","el_3486: 87.5, el_7694: 2, el_7611: 10.5",1
"Al: 87.5, Fe: 3.5, Ni: 9","el_3486: 87.5, el_7694: 3.5, el_7611: 9",1
"Al: 87, Co: 2, Ni: 11","el_3486: 87, el_9394: 2, el_7611: 11",1
"Al: 87, Co: 3, Ni: 10","el_3486: 87, el_9394: 3, el_7611: 10",0
"Al: 87, Co: 4, Ni: 9","el_3486: 87, el_9394: 4, el_7611: 9",0
"Al: 87, Co: 5, Ni: 8","el_3486: 87, el_9394: 5, el_7611: 8",0
"Al: 87, Co: 1, Ni: 12","el_3486: 87, el_9394: 1, el_7611: 12",1
"Al: 87, Fe: 2, Co: 11","el_3486: 87, el_7694: 2, el_9394: 11",1
"Al: 87, Fe: 2, Ni: 11","el_3486: 87, el_7694: 2, el_7611: 11",1
"Al: 87, Fe: 3, Ni: 10","el_3486: 87, el_7694: 3, el_7611: 10",1
"Al: 87, Fe: 4, Co: 9","el_3486: 87, el_7694: 4, el_9394: 9",0
"Al: 87, Fe: 4, Ni: 9","el_3486: 87, el_7694: 4, el_7611: 9",0
"Al: 87, Fe: 5, Ni: 8","el_3486: 87, el_7694: 5, el_7611: 8",0
"Al: 87, Fe: 6, Ni: 7","el_3486: 87, el_7694: 6, el_7611: 7",0
"Al: 87, Fe: 1, Ni: 12","el_3486: 87, el_7694: 1, el_7611: 12",1
"Al: 87, V: 5, Cu: 8","el_3486: 87, el_4182: 5, el_1377: 8",0
"Al: 87, V: 8, Cu: 5","el_3486: 87, el_4182: 8, el_1377: 5",0
"Al: 88, Co: 9, Ni: 3","el_3486: 88, el_9394: 9, el_7611: 3",0
"Al: 88, Co: 3, Ni: 9","el_3486: 88, el_9394: 3, el_7611: 9",0
"Al: 88, Fe: 3, Ni: 9","el_3486: 88, el_7694: 3, el_7611: 9",1
"Al: 88.5, Fe: 3, Ni: 8.5","el_3486: 88.5, el_7694: 3, el_7611: 8.5",1
"Al: 88, Co: 11, Ni: 1","el_3486: 88, el_9394: 11, el_7611: 1",0
"Al: 88, Co: 5, Ni: 7","el_3486: 88, el_9394: 5, el_7611: 7",1
"Al: 88, Co: 7, Ni: 5","el_3486: 88, el_9394: 7, el_7611: 5",0
"Al: 88, Co: 1, Ni: 11","el_3486: 88, el_9394: 1, el_7611: 11",0
"Al: 88, Fe: 5, Ni: 7","el_3486: 88, el_7694: 5, el_7611: 7",0
"Al: 88, Fe: 1, Ni: 11","el_3486: 88, el_7694: 1, el_7611: 11",1
"Al: 89, Co: 2, Ni: 9","el_3486: 89, el_9394: 2, el_7611: 9",0
"Al: 89, Co: 3, Ni: 8","el_3486: 89, el_9394: 3, el_7611: 8",0
"Al: 89, Co: 4, Ni: 7","el_3486: 89, el_9394: 4, el_7611: 7",0
"Al: 89, Co: 5, Ni: 6","el_3486: 89, el_9394: 5, el_7611: 6",0
"Al: 89, Co: 6, Ni: 5","el_3486: 89, el_9394: 6, el_7611: 5",0
"Al: 89, Co: 1, Ni: 10","el_3486: 89, el_9394: 1, el_7611: 10",0
"Al: 89, Fe: 2, Ni: 9","el_3486: 89, el_7694: 2, el_7611: 9",0
"Al: 89, Fe: 3, Ni: 8","el_3486: 89, el_7694: 3, el_7611: 8",0
"Al: 89, Fe: 4, Ni: 7","el_3486: 89, el_7694: 4, el_7611: 7",0
"Al: 89, Fe: 5, Ni: 6","el_3486: 89, el_7694: 5, el_7611: 6",0
"Al: 89, Fe: 6, Ni: 5","el_3486: 89, el_7694: 6, el_7611: 5",0
"Al: 89, Fe: 7, Ni: 4","el_3486: 89, el_7694: 7, el_7611: 4",0
"Al: 89, Fe: 9, Ni: 2","el_3486: 89, el_7694: 9, el_7611: 2",0
"Al: 89, Fe: 1, Ni: 10","el_3486: 89, el_7694: 1, el_7611: 10",0
"Al: 8, Co: 25, B: 17","el_3486: 8, el_9394: 25, el_8033: 17",1
"Al: 8, Co: 29, B: 13","el_3486: 8, el_9394: 29, el_8033: 13",1
"Al: 8, Co: 31, B: 11","el_3486: 8, el_9394: 31, el_8033: 11",1
"Al: 8, Co: 37, B: 5","el_3486: 8, el_9394: 37, el_8033: 5",0
"Al: 8, Cr: 1, Si: 1","el_3486: 8, el_2802: 1, el_1995: 1",0
"Al: 8, Fe: 29, B: 13","el_3486: 8, el_7694: 29, el_8033: 13",1
"Al: 8, Fe: 31, B: 11","el_3486: 8, el_7694: 31, el_8033: 11",1
"Al: 8, Fe: 37, B: 5","el_3486: 8, el_7694: 37, el_8033: 5",0
"Al: 8, Ni: 23, B: 19","el_3486: 8, el_7611: 23, el_8033: 19",1
"Al: 8, Ni: 25, B: 17","el_3486: 8, el_7611: 25, el_8033: 17",1
"Al: 8, Ni: 29, B: 13","el_3486: 8, el_7611: 29, el_8033: 13",1
"Al: 8, Ni: 31, B: 11","el_3486: 8, el_7611: 31, el_8033: 11",1
"Al: 8, V: 1, Cu: 1","el_3486: 8, el_4182: 1, el_1377: 1",1
"Al: 90, Fe: 1, Ni: 9","el_3486: 90, el_7694: 1, el_7611: 9",0
"Al: 91, Fe: 6, Ni: 3","el_3486: 91, el_7694: 6, el_7611: 3",0
"Al: 91, Fe: 3, Ni: 6","el_3486: 91, el_7694: 3, el_7611: 6",0
"Al: 91, Co: 2, Ni: 7","el_3486: 91, el_9394: 2, el_7611: 7",0
"Al: 91, Co: 1, Ni: 8","el_3486: 91, el_9394: 1, el_7611: 8",0
"Al: 91, Fe: 2, Ni: 7","el_3486: 91, el_7694: 2, el_7611: 7",0
"Al: 91, Fe: 1, Ni: 8","el_3486: 91, el_7694: 1, el_7611: 8",0
"Al: 92, Fe: 5, Ni: 3","el_3486: 92, el_7694: 5, el_7611: 3",0
"Al: 9, Co: 1","el_3486: 9, el_9394: 1",0
"Al: 9, Cr: 1","el_3486: 9, el_2802: 1",0
"Al: 9, Cr: 3, Si: 8","el_3486: 9, el_2802: 3, el_1995: 8",0
"Al: 9, Cr: 4, Si: 7","el_3486: 9, el_2802: 4, el_1995: 7",0
"Al: 9, Fe: 1","el_3486: 9, el_7694: 1",0
"Al: 9, Ni: 1","el_3486: 9, el_7611: 1",0
"Al: 9, V: 3, Ge: 8","el_3486: 9, el_4182: 3, el_6419: 8",0
"Al: 1, Cu: 1","el_3486: 1, el_1377: 1",0
"Al: 1, Fe: 17, Si: 2","el_3486: 1, el_7694: 17, el_1995: 2",1
"B: 12, Mo: 23, Ru: 15","el_8033: 12, el_3373: 23, el_9197: 15",1
"B: 15, Mo: 51, Ru: 34","el_8033: 15, el_3373: 51, el_9197: 34",1
"B: 3, Mo: 17","el_8033: 3, el_3373: 17",0
"B: 3, Mo: 7","el_8033: 3, el_3373: 7",0
"B: 5, Mo: 6, Rh: 14","el_8033: 5, el_3373: 6, el_6928: 14",1
"B: 8, Mo: 55.5, Ru: 36.5","el_8033: 8, el_3373: 55.5, el_9197: 36.5",1
"B: 1, Mo: 3","el_8033: 1, el_3373: 3",0
"B: 1, Mo: 4","el_8033: 1, el_3373: 4",0
"B: 1, Mo: 8, P: 1","el_8033: 1, el_3373: 8, el_4874: 1",1
"B: 1, Mo: 9","el_8033: 1, el_3373: 9",0
"Ba: 10, La: 53.5, Cu: 36.5","el_3226: 10, el_3721: 53.5, el_1377: 36.5",1
"Ba: 10, La: 56.5, Cu: 33.5","el_3226: 10, el_3721: 56.5, el_1377: 33.5",1
"Ba: 2, La: 27, Cu: 21","el_3226: 2, el_3721: 27, el_1377: 21",1
"Ba: 2, La: 11, Cu: 7","el_3226: 2, el_3721: 11, el_1377: 7",1
"Ba: 2, La: 13, Cu: 10","el_3226: 2, el_3721: 13, el_1377: 10",1
"Ba: 2, La: 59, Cu: 39","el_3226: 2, el_3721: 59, el_1377: 39",1
"Ba: 2, La: 71, Cu: 27","el_3226: 2, el_3721: 71, el_1377: 27",1
"Ba: 3, La: 56, Cu: 41","el_3226: 3, el_3721: 56, el_1377: 41",1
"Ba: 3, La: 57, Cu: 40","el_3226: 3, el_3721: 57, el_1377: 40",1
"Ba: 4, La: 69, Cu: 27","el_3226: 4, el_3721: 69, el_1377: 27",1
"Ba: 4.5, La: 68, Cu: 27.5","el_3226: 4.5, el_3721: 68, el_1377: 27.5",1
"Ba: 4, La: 31, Cu: 15","el_3226: 4, el_3721: 31, el_1377: 15",1
"Ba: 5, La: 29, Cu: 16","el_3226: 5, el_3721: 29, el_1377: 16",1
"Ba: 5, La: 53, Cu: 42","el_3226: 5, el_3721: 53, el_1377: 42",1
"Ba: 67, La: 28, Cu: 5","el_3226: 67, el_3721: 28, el_1377: 5",1
"Ba: 7.5, La: 63.5, Cu: 29","el_3226: 7.5, el_3721: 63.5, el_1377: 29",1
"Ba: 7, La: 51.5, Cu: 41.5","el_3226: 7, el_3721: 51.5, el_1377: 41.5",1
"Ba: 7, La: 65, Cu: 28","el_3226: 7, el_3721: 65, el_1377: 28",1
"Ba: 9, La: 52, Cu: 39","el_3226: 9, el_3721: 52, el_1377: 39",1
"Ba: 9.5, La: 52.5, Cu: 38","el_3226: 9.5, el_3721: 52.5, el_1377: 38",1
"Ba: 9, La: 60, Cu: 31","el_3226: 9, el_3721: 60, el_1377: 31",1
"Ba: 1, La: 61, Cu: 38","el_3226: 1, el_3721: 61, el_1377: 38",1
"Be: 2, Fe: 7, B: 1","el_8846: 2, el_7694: 7, el_8033: 1",1
"Ca: 1, La: 35, Cu: 14","el_9824: 1, el_3721: 35, el_1377: 14",1
"Ca: 1.25, Al: 88.75, Ni: 10","el_9824: 1.25, el_3486: 88.75, el_7611: 10",0
"Ca: 1.5, La: 71, Cu: 27.5","el_9824: 1.5, el_3721: 71, el_1377: 27.5",1
"Ca: 10, Al: 87.5, Fe: 2.5","el_9824: 10, el_3486: 87.5, el_7694: 2.5",0
"Ca: 10, Al: 87.5, Ni: 2.5","el_9824: 10, el_3486: 87.5, el_7611: 2.5",0
"Ca: 11, Al: 89","el_9824: 11, el_3486: 89",1
"Ca: 11, Mg: 89","el_9824: 11, el_7398: 89",0
"Ca: 12, Mg: 7, Ga: 1","el_9824: 12, el_7398: 7, el_6849: 1",1
"Ca: 14, Mg: 3, Al: 3","el_9824: 14, el_7398: 3, el_3486: 3",1
"Ca: 15, Mg: 3, Cu: 2","el_9824: 15, el_7398: 3, el_1377: 2",1
"Ca: 1, La: 61.5, Cu: 37.5","el_9824: 1, el_3721: 61.5, el_1377: 37.5",1
"Ca: 1, La: 71.5, Cu: 27.5","el_9824: 1, el_3721: 71.5, el_1377: 27.5",1
"Ca: 2.5, Al: 87.5, Ni: 10","el_9824: 2.5, el_3486: 87.5, el_7611: 10",0
"Ca: 2.5, Al: 92.5, Fe: 5","el_9824: 2.5, el_3486: 92.5, el_7694: 5",0
"Ca: 2.5, Al: 92.5, Ni: 5","el_9824: 2.5, el_3486: 92.5, el_7611: 5",0
"Ca: 2, Al: 17, Co: 1","el_9824: 2, el_3486: 17, el_9394: 1",1
"Ca: 2, Al: 17, Cu: 1","el_9824: 2, el_3486: 17, el_1377: 1",1
"Ca: 2, Al: 17, Fe: 1","el_9824: 2, el_3486: 17, el_7694: 1",1
"Ca: 2, Al: 17, Ni: 1","el_9824: 2, el_3486: 17, el_7611: 1",1
"Ca: 2, Al: 17, Zn: 1","el_9824: 2, el_3486: 17, el_7038: 1",1
"Ca: 2, La: 60.5, Cu: 37.5","el_9824: 2, el_3721: 60.5, el_1377: 37.5",1
"Ca: 2, Mg: 17, Zn: 1","el_9824: 2, el_7398: 17, el_7038: 1",1
"Ca: 2, Mg: 1, Al: 17","el_9824: 2, el_7398: 1, el_3486: 17",1
"Ca: 3, Al: 2","el_9824: 3, el_3486: 2",1
"Ca: 3, Al: 1, Ga: 1","el_9824: 3, el_3486: 1, el_6849: 1",1
"Ca: 3, La: 59.5, Cu: 37.5","el_9824: 3, el_3721: 59.5, el_1377: 37.5",1
"Ca: 3, La: 68.5, Cu: 28.5","el_9824: 3, el_3721: 68.5, el_1377: 28.5",1
"Ca: 3, Mg: 2","el_9824: 3, el_7398: 2",1
"Ca: 3, Mg: 1, Ga: 1","el_9824: 3, el_7398: 1, el_6849: 1",1
"Ca: 4, La: 58.5, Cu: 37.5","el_9824: 4, el_3721: 58.5, el_1377: 37.5",1
"Ca: 4, La: 67, Cu: 29","el_9824: 4, el_3721: 67, el_1377: 29",1
"Ca: 5, Mg: 9, Cu: 6","el_9824: 5, el_7398: 9, el_1377: 6",1
"Ca: 5, La: 57.5, Cu: 37.5","el_9824: 5, el_3721: 57.5, el_1377: 37.5",1
"Ca: 5, Mg: 3, Cu: 2","el_9824: 5, el_7398: 3, el_1377: 2",1
"Ca: 6.5, La: 56.5, Cu: 37","el_9824: 6.5, el_3721: 56.5, el_1377: 37",1
"Ca: 6, Al: 3, Ga: 1","el_9824: 6, el_3486: 3, el_6849: 1",1
"Ca: 6, Al: 1, Ga: 3","el_9824: 6, el_3486: 1, el_6849: 3",1
"Ca: 6, La: 63, Cu: 31","el_9824: 6, el_3721: 63, el_1377: 31",1
"Ca: 6, Mg: 3, Ga: 1","el_9824: 6, el_7398: 3, el_6849: 1",1
"Ca: 6, Mg: 1, Ga: 3","el_9824: 6, el_7398: 1, el_6849: 3",1
"Ca: 7.5, Al: 87.5, Fe: 5","el_9824: 7.5, el_3486: 87.5, el_7694: 5",1
"Ca: 7.5, Al: 87.5, Ni: 5","el_9824: 7.5, el_3486: 87.5, el_7611: 5",1
"Ca: 7.5, Al: 90, Fe: 2.5","el_9824: 7.5, el_3486: 90, el_7694: 2.5",1
"Ca: 7.5, Al: 90, Ni: 2.5","el_9824: 7.5, el_3486: 90, el_7611: 2.5",1
"Ca: 7.5, Al: 92.5","el_9824: 7.5, el_3486: 92.5",0
"Ca: 7.5, La: 56.5, Cu: 36","el_9824: 7.5, el_3721: 56.5, el_1377: 36",1
"Ca: 7.5, Mg: 82.5, Cu: 10","el_9824: 7.5, el_7398: 82.5, el_1377: 10",1
"Ca: 7.5, Mg: 82.5, Zn: 10","el_9824: 7.5, el_7398: 82.5, el_7038: 10",0
"Ca: 7.5, Mg: 87.5, Cu: 5","el_9824: 7.5, el_7398: 87.5, el_1377: 5",1
"Ca: 7.5, Mg: 87.5, Zn: 5","el_9824: 7.5, el_7398: 87.5, el_7038: 5",0
"Ca: 7.5, Mg: 92.5","el_9824: 7.5, el_7398: 92.5",0
"Ca: 70, Mg: 7.5, Al: 22.5","el_9824: 70, el_7398: 7.5, el_3486: 22.5",1
"Ca: 7, Al: 3","el_9824: 7, el_3486: 3",1
"Ca: 7, Cu: 3","el_9824: 7, el_1377: 3",1
"Ca: 7, La: 61, Cu: 32","el_9824: 7, el_3721: 61, el_1377: 32",1
"Ca: 7, Mg: 2, Cu: 1","el_9824: 7, el_7398: 2, el_1377: 1",1
"Ca: 7, Mg: 3","el_9824: 7, el_7398: 3",1
"Ca: 7, Mg: 1, Cu: 2","el_9824: 7, el_7398: 1, el_1377: 2",1
"Ca: 8.5, La: 56.5, Cu: 35","el_9824: 8.5, el_3721: 56.5, el_1377: 35",1
"Ca: 8.5, La: 58.5, Cu: 33","el_9824: 8.5, el_3721: 58.5, el_1377: 33",1
"Ca: 8, La: 59.5, Cu: 32.5","el_9824: 8, el_3721: 59.5, el_1377: 32.5",1
"Ca: 9, Al: 91","el_9824: 9, el_3486: 91",1
"Ca: 9, La: 57.5, Cu: 33.5","el_9824: 9, el_3721: 57.5, el_1377: 33.5",1
"Ca: 1, Al: 17, Ni: 2","el_9824: 1, el_3486: 17, el_7611: 2",0
"Ca: 1, Al: 18, Fe: 1","el_9824: 1, el_3486: 18, el_7694: 1",0
"Ca: 1, Al: 18, Ni: 1","el_9824: 1, el_3486: 18, el_7611: 1",0
"Ca: 1, Al: 8, Ni: 1","el_9824: 1, el_3486: 8, el_7611: 1",0
"Ca: 1, Al: 9","el_9824: 1, el_3486: 9",1
"Ca: 1, La: 13, Cu: 6","el_9824: 1, el_3721: 13, el_1377: 6",1
"Ca: 1, Mg: 17, Cu: 2","el_9824: 1, el_7398: 17, el_1377: 2",0
"Ca: 1, Mg: 17, Zn: 2","el_9824: 1, el_7398: 17, el_7038: 2",0
"Ca: 1, Mg: 18, Cu: 1","el_9824: 1, el_7398: 18, el_1377: 1",0
"Ca: 1, Mg: 18, Zn: 1","el_9824: 1, el_7398: 18, el_7038: 1",0
"Ca: 1, Mg: 7, Al: 2","el_9824: 1, el_7398: 7, el_3486: 2",1
"Ca: 1, Mg: 8, Zn: 1","el_9824: 1, el_7398: 8, el_7038: 1",1
"Ca: 1, Mg: 9","el_9824: 1, el_7398: 9",0
"Ce: 1, Al: 6, Ni: 3","el_9646: 1, el_3486: 6, el_7611: 3",1
"Ce: 1, Al: 42, Fe: 7","el_9646: 1, el_3486: 42, el_7694: 7",0
"Ce: 1, Cu: 6, Ag: 3","el_9646: 1, el_1377: 6, el_3063: 3",1
"Ce: 1, Cu: 14, Ag: 10","el_9646: 1, el_1377: 14, el_3063: 10",1
"Ce: 1, Cu: 3, Ag: 6","el_9646: 1, el_1377: 3, el_3063: 6",0
"Ce: 1, Mg: 6, Ni: 3","el_9646: 1, el_7398: 6, el_7611: 3",1
"Ce: 1, Mg: 2, Ni: 2","el_9646: 1, el_7398: 2, el_7611: 2",0
"Ce: 10, Al: 87, Cr: 3","el_9646: 10, el_3486: 87, el_2802: 3",1
"Ce: 10, Al: 61, Ni: 29","el_9646: 10, el_3486: 61, el_7611: 29",1
"Ce: 10, Al: 77, Co: 13","el_9646: 10, el_3486: 77, el_9394: 13",0
"Ce: 10, Al: 83, Cr: 7","el_9646: 10, el_3486: 83, el_2802: 7",0
"Ce: 10, Al: 89, Ni: 1","el_9646: 10, el_3486: 89, el_7611: 1",1
"Ce: 10, Mn: 7, Al: 83","el_9646: 10, el_1223: 7, el_3486: 83",0
"Ce: 10, Nb: 13, Al: 77","el_9646: 10, el_9559: 13, el_3486: 77",0
"Ce: 11, Al: 5, Ni: 4","el_9646: 11, el_3486: 5, el_7611: 4",1
"Ce: 11, Al: 89","el_9646: 11, el_3486: 89",1
"Ce: 13, Al: 85, V: 2","el_9646: 13, el_3486: 85, el_4182: 2",0
"Ce: 13, Al: 87","el_9646: 13, el_3486: 87",1
"Ce: 17, Al: 71, Fe: 12","el_9646: 17, el_3486: 71, el_7694: 12",0
"Ce: 18, Al: 67, Fe: 15","el_9646: 18, el_3486: 67, el_7694: 15",0
"Ce: 18, Al: 77, Fe: 5","el_9646: 18, el_3486: 77, el_7694: 5",0
"Ce: 2, Al: 15, Co: 3","el_9646: 2, el_3486: 15, el_9394: 3",0
"Ce: 2, Al: 15, Cu: 3","el_9646: 2, el_3486: 15, el_1377: 3",1
"Ce: 2, Al: 15, Fe: 3","el_9646: 2, el_3486: 15, el_7694: 3",0
"Ce: 2, Al: 15, Ni: 3","el_9646: 2, el_3486: 15, el_7611: 3",1
"Ce: 2, Al: 3, Cu: 45","el_9646: 2, el_3486: 3, el_1377: 45",0
"Ce: 2, Mg: 15, Cu: 3","el_9646: 2, el_7398: 15, el_1377: 3",1
"Ce: 2, Mg: 15, Ni: 3","el_9646: 2, el_7398: 15, el_7611: 3",1
"Ce: 23, Al: 60, Fe: 17","el_9646: 23, el_3486: 60, el_7694: 17",0
"Ce: 23, Al: 64, Fe: 13","el_9646: 23, el_3486: 64, el_7694: 13",0
"Ce: 25.5, Al: 62.5, Fe: 12","el_9646: 25.5, el_3486: 62.5, el_7694: 12",0
"Ce: 25, Al: 62.5, Fe: 12.5","el_9646: 25, el_3486: 62.5, el_7694: 12.5",0
"Ce: 2, Al: 17, Co: 1","el_9646: 2, el_3486: 17, el_9394: 1",1
"Ce: 2, Al: 17, Cr: 1","el_9646: 2, el_3486: 17, el_2802: 1",1
"Ce: 2, Al: 17, Cu: 1","el_9646: 2, el_3486: 17, el_1377: 1",1
"Ce: 2, Al: 17, Fe: 1","el_9646: 2, el_3486: 17, el_7694: 1",1
"Ce: 2, Al: 17, Ni: 1","el_9646: 2, el_3486: 17, el_7611: 1",1
"Ce: 2, Al: 17, V: 1","el_9646: 2, el_3486: 17, el_4182: 1",0
"Ce: 2, Al: 22, V: 1","el_9646: 2, el_3486: 22, el_4182: 1",0
"Ce: 2, Al: 23","el_9646: 2, el_3486: 23",1
"Ce: 2, Al: 2, Cu: 21","el_9646: 2, el_3486: 2, el_1377: 21",1
"Ce: 2, Al: 3, Cu: 20","el_9646: 2, el_3486: 3, el_1377: 20",1
"Ce: 2, Al: 43, Ni: 5","el_9646: 2, el_3486: 43, el_7611: 5",1
"Ce: 2, Al: 47, Co: 1","el_9646: 2, el_3486: 47, el_9394: 1",0
"Ce: 2, Al: 47, Fe: 1","el_9646: 2, el_3486: 47, el_7694: 1",0
"Ce: 2, Al: 5, Cu: 43","el_9646: 2, el_3486: 5, el_1377: 43",0
"Ce: 2, Al: 7, Fe: 1","el_9646: 2, el_3486: 7, el_7694: 1",0
"Ce: 2, Al: 7, Ni: 1","el_9646: 2, el_3486: 7, el_7611: 1",0
"Ce: 2, Al: 83, Cu: 15","el_9646: 2, el_3486: 83, el_1377: 15",0
"Ce: 2, Al: 93, Cr: 5","el_9646: 2, el_3486: 93, el_2802: 5",0
"Ce: 2, Al: 95, Co: 3","el_9646: 2, el_3486: 95, el_9394: 3",0
"Ce: 2, Al: 1, Cu: 22","el_9646: 2, el_3486: 1, el_1377: 22",0
"Ce: 2, Cu: 13, Ag: 10","el_9646: 2, el_1377: 13, el_3063: 10",1
"Ce: 2, Cu: 23, Ag: 25","el_9646: 2, el_1377: 23, el_3063: 25",1
"Ce: 2, Cu: 53, Ag: 45","el_9646: 2, el_1377: 53, el_3063: 45",0
"Ce: 2, Mg: 13, Cu: 5","el_9646: 2, el_7398: 13, el_1377: 5",1
"Ce: 2, Mg: 17, Cu: 1","el_9646: 2, el_7398: 17, el_1377: 1",0
"Ce: 2, Mg: 17, Ni: 1","el_9646: 2, el_7398: 17, el_7611: 1",1
"Ce: 2, Mg: 5, Ni: 3","el_9646: 2, el_7398: 5, el_7611: 3",1
"Ce: 2, Mg: 7, Cu: 1","el_9646: 2, el_7398: 7, el_1377: 1",0
"Ce: 2, Mg: 7, Ni: 1","el_9646: 2, el_7398: 7, el_7611: 1",0
"Ce: 2, Mn: 5, Al: 93","el_9646: 2, el_1223: 5, el_3486: 93",0
"Ce: 2, Mn: 1, Al: 17","el_9646: 2, el_1223: 1, el_3486: 17",1
